"E","tau","tp","nn","lib_column","target_column","lib_size","num_pred","rho","mae","rmse","direction"
2,1,70,3,"Pitch","Airspeed",7490,7490,0.791090816053271,38.7234073703635,56.2831429770002,"Pitch xmap Airspeed"
2,1,70,3,"Altitude","Pitch",7490,7490,0.427428745332833,0.18468437106888,0.271881604193795,"Altitude xmap Pitch"
2,1,70,3,"Airspeed","Pitch",7490,7490,0.450315255431907,0.181782062165388,0.26752099006717,"Airspeed xmap Pitch"
2,1,80,3,"Airspeed","Altitude",7480,7480,0.735950918832557,1349.54874099711,1923.75451783345,"Airspeed xmap Altitude"
2,1,80,3,"Pitch","Altitude",7480,7480,0.362364113967018,2038.73350538521,2868.59347395146,"Pitch xmap Altitude"
2,1,80,3,"Altitude","Airspeed",7480,7480,0.6781682636584,38.8951141696813,67.8500336640961,"Altitude xmap Airspeed"
2,1,80,3,"Pitch","Airspeed",7480,7480,0.792329168453778,38.5142114345816,55.5500897745443,"Pitch xmap Airspeed"
2,1,80,3,"Altitude","Pitch",7480,7480,0.458759344793237,0.183603349530605,0.265640228144022,"Altitude xmap Pitch"
2,1,80,3,"Airspeed","Pitch",7480,7480,0.441531566559738,0.183554411752491,0.26992578236314,"Airspeed xmap Pitch"
2,1,90,3,"Airspeed","Altitude",7470,7470,0.721944289064137,1386.24776506584,1964.99139727624,"Airspeed xmap Altitude"
2,1,90,3,"Pitch","Altitude",7470,7470,0.359460371666752,2046.48158795311,2866.42639199157,"Pitch xmap Altitude"
2,1,90,3,"Altitude","Airspeed",7470,7470,0.669359136829011,39.5945352048896,68.0303534064296,"Altitude xmap Airspeed"
2,1,90,3,"Pitch","Airspeed",7470,7470,0.785766683384553,38.8447841861107,55.8461942158775,"Pitch xmap Airspeed"
2,1,90,3,"Altitude","Pitch",7470,7470,0.503672562523877,0.180210626698919,0.256256686504269,"Altitude xmap Pitch"
2,1,90,3,"Airspeed","Pitch",7470,7470,0.441112911140298,0.185089077277603,0.270898058053289,"Airspeed xmap Pitch"
2,1,100,3,"Airspeed","Altitude",7460,7460,0.705917329320716,1424.4361682195,2011.33292739552,"Airspeed xmap Altitude"
2,1,100,3,"Pitch","Altitude",7460,7460,0.357441386485157,2053.51781574052,2862.92973713532,"Pitch xmap Altitude"
2,1,100,3,"Altitude","Airspeed",7460,7460,0.660463097801283,40.3186538952046,68.2652289226111,"Altitude xmap Airspeed"
2,1,100,3,"Pitch","Airspeed",7460,7460,0.779644569198005,39.2806977250099,56.0205012554943,"Pitch xmap Airspeed"
2,1,100,3,"Altitude","Pitch",7460,7460,0.527427351750111,0.178224088697148,0.251234074303656,"Altitude xmap Pitch"
2,1,100,3,"Airspeed","Pitch",7460,7460,0.449554682090859,0.185097752562716,0.269317054844276,"Airspeed xmap Pitch"
