x1,x2,y
0.993045621,-0.283739142,0.905631704
-0.751317262,0.867814776,-0.188624858
0.43118847,-0.650118879,-0.23673106
0.256993126,-0.78522524,-0.55053321
0.128091072,0.469106387,-0.20365348
0.488903207,-0.563017934,-0.077962849
0.413004365,-0.51059985,-0.090139601
0.715767195,-0.497251621,0.265063503
0.021239964,0.388948845,-0.150830068
0.492628052,-0.522169483,-0.029978571
-0.188265042,0.266555853,-0.035608297
0.27034798,-0.463427383,-0.141676909
-0.507458438,-0.319370258,0.155516704
0.132123119,0.479351928,-0.212321753
-0.55289251,-0.689461052,-0.169666415
-0.149490313,-0.391444284,-0.130881274
-0.059221881,0.654631054,-0.425034586
0.701973662,0.72185234,-0.028303779
-0.426691533,0.640997604,-0.228812264
0.583496644,-0.606078626,-0.026862967
0.48455201,0.043974971,0.232856852
-0.89403387,-0.49732229,0.551967101
0.005932092,0.675052211,-0.455660297
-0.83872273,0.836849824,0.00313819
0.937045538,0.566484219,0.557149971
0.157332924,0.627823904,-0.369409206
-0.070355911,-0.315457259,-0.094563328
0.390884558,0.421869167,-0.025182856
0.327596413,0.178666629,0.075397646
-0.3792312,-0.705886097,-0.354458879
-0.131056573,0.976919422,-0.937195732
0.809277116,-0.539506048,0.363862675
0.865178259,0.86439283,0.001358457
-0.060943653,0.235657533,-0.051820344
0.393804938,-0.264504101,0.08511991
-0.018805633,-0.236446822,-0.055553448
-0.738613554,0.399649602,0.385830178
-0.535999002,0.118309857,0.273297708
0.739543994,0.663536798,0.106644236
0.13833264,-0.501350377,-0.232216281
0.362926433,-0.134694999,0.113572853
0.340750387,0.494650289,-0.128568083
0.741407282,-0.653348895,0.122819978
0.862170723,0.493040385,0.500249534
-0.537223014,0.567410915,-0.03334658
0.869350581,-0.812332001,0.095887152
0.353482955,-0.457993451,-0.084807802
0.847060172,0.483026334,0.484196496
-0.283347898,0.153600953,0.056692778
-0.13296514,-0.782208245,-0.59417001
0.265325737,0.481995948,-0.161922347
0.788037309,0.293694026,0.53474662
-0.940973585,-0.362368604,0.754120283
-0.448986886,-0.628239291,-0.193095383
0.01821349,-0.462059073,-0.213166856
0.540496196,0.278216156,0.214731908
0.82184069,0.323288339,0.57090677
-0.240055683,0.152965623,0.034228249
0.47281272,-0.011083059,0.223429034
-0.399433233,-0.750356888,-0.403488551
-0.153084854,-0.383934221,-0.123970513
-0.795564152,-0.524833162,0.357472472
-0.432887173,0.345916703,0.067732939
0.184741549,-0.987249017,-0.940531183
0.698793862,0.256423143,0.422560033
0.057726865,-0.293767506,-0.082966957
0.791965444,-0.350016429,0.504697764
-0.184560716,-0.542104289,-0.259814402
-0.912154102,0.682974042,0.365571565
0.116829275,0.880530736,-0.761685297
0.134491834,-0.330094577,-0.090874376
0.836536823,0.518217566,0.431244411
-0.897273733,0.673913513,0.350940728
-0.224536354,0.114925664,0.037208666
-0.314883503,-0.902740465,-0.715788727
-0.663981553,0.987709462,-0.534698479
0.830886682,0.22364644,0.640354948
-0.982229912,-0.668743661,0.517557517
-0.929694566,0.767868203,0.274710408
-0.176967196,0.520092876,-0.239179212
-0.088007537,0.11526537,-0.005540779
0.878484299,0.35416097,0.64630467
-0.745080559,-0.695769886,0.071049306
-0.62379537,-0.948657021,-0.51082948
0.326696118,-0.553714275,-0.199869145
0.049889569,-0.406119499,-0.162444078
0.521310829,-0.053786227,0.268872022
-0.420382159,0.179064403,0.144657099
0.332438852,-0.526070619,-0.166234705
-0.142118444,0.132430714,0.002659758
-0.14473013,0.296189754,-0.06678156
0.559238628,0.126600565,0.29672014
-0.678741134,0.22375528,0.410623101
0.928182073,0.488739253,0.622655902
-0.006614798,0.078489048,-0.006116775
-0.634461414,0.317658369,0.301634446
-0.998529118,-0.195698372,0.958762546
0.573249342,-0.865558947,-0.420577482
-0.147587976,-0.146329912,0.000369768
-0.966430697,-0.806422328,0.283671321
-0.742665788,-0.324637871,0.446162725
-0.346173523,-0.344669624,0.001038958
-0.501032843,0.543948491,-0.04484605
0.334341753,-0.203217753,0.070486952
0.61766327,-0.883025065,-0.39822535
-0.751992489,-0.572023199,0.238282164
-0.630742322,0.264472156,0.327890355
0.463248741,-0.591068901,-0.134763049
-0.400557356,0.449200273,-0.04133469
0.946116817,-0.06101331,0.891414408
-0.133954221,-0.544775637,-0.278836761
0.273256183,-0.795012702,-0.557376255
0.352275005,0.128436663,0.107601703
-0.272941246,0.917356939,-0.767046831
0.987496907,-0.314053047,0.876520826
0.757453078,0.074723911,0.568151503
0.484817238,0.891818218,-0.560291981
0.654231571,-0.084028435,0.420958171
0.680522517,0.784807212,-0.152811463
-0.743591254,-0.816035581,-0.112986117
-0.445662252,-0.906843617,-0.623750502
0.219086333,-0.683862553,-0.419669171
-0.976266017,0.422270418,0.774783031
0.778404374,0.033852178,0.6047674
0.420204998,0.892154396,-0.619367226
-0.776835613,0.73241796,0.067037502
-0.374762238,-0.679989474,-0.321938949
-0.68941207,-0.170257173,0.446301498
0.635494353,-0.081283682,0.397246036
-0.138253803,-0.577176517,-0.314018618
0.821306004,0.126819035,0.658460485
0.711766645,0.513010337,0.243432151
-0.159740829,-0.540579628,-0.266709202
0.043563074,-0.895211324,-0.799505573
0.221110066,0.452066476,-0.155474438
-0.757582826,0.231622474,0.520282767
0.857723923,0.378526695,0.59240787
0.84255522,-0.105794918,0.698706734
0.52020265,0.302064744,0.179367687
0.260689482,0.613815618,-0.308810607
0.335794547,0.562547068,-0.203701226
-0.859543383,0.004084782,0.738798142
-0.184005162,0.054698873,0.030865933
-0.360025448,-0.474936713,-0.095946558
0.260731108,0.860545852,-0.672558453
-0.483553567,-0.060417425,0.230173787
-0.426066121,0.51519242,-0.08389089
-0.795952574,0.292467022,0.548003541
-0.226612953,-0.453331527,-0.154156043
-0.389733056,-0.199930409,0.111919687
0.790885538,0.225547156,0.574628416
-0.464015227,0.142747849,0.194933183
-0.236462776,0.598912622,-0.302781685
-0.480735636,0.941874853,-0.656021487
0.763969565,0.125567209,0.567882372
0.506777868,0.820839598,-0.416953839
-0.84002784,0.424332072,0.525589065
0.762987184,-0.188964785,0.546441753
0.065978012,0.357012716,-0.123104981
0.062869268,0.396397838,-0.153178701
-0.367774919,-0.306934074,0.041049866
-0.93931462,-0.962840955,-0.044750749
-0.118361411,0.85694752,-0.720349629
0.745024355,-0.870540228,-0.202778999
0.646608974,0.820887336,-0.255752854
0.260712073,-0.322912697,-0.036301825
-0.508397991,0.905728606,-0.561875789
-0.235465466,0.781185553,-0.554806882
-0.206905972,0.795938614,-0.590708197
-0.440456245,0.332720675,0.083298656
0.656245056,-0.041117879,0.428966893
0.923650494,0.840387414,0.14687923
0.92926428,0.652857556,0.437309114
-0.642557592,0.663638353,-0.027535605
0.319624111,0.307245079,0.007760034
0.050188962,-0.993650799,-0.984822979
0.398932365,0.352617187,0.034808151
-0.942949498,0.644202655,0.474156695
-0.557012954,-0.351191831,0.186927729
0.700997084,-0.307490069,0.396846769
-0.30181887,0.827676178,-0.593953226
-0.218471921,-0.836215761,-0.651526819
-0.635701706,-0.439858716,0.210640968
0.87522862,0.492129844,0.523833354
-0.98063404,0.42244428,0.783183951
-0.526262984,-0.675418853,-0.179237899
-0.92102035,0.24673694,0.787399368
-0.69166758,0.402272884,0.316580568
-0.103949091,-0.029903429,0.009911199
0.329005694,-0.021804954,0.10776929
-0.432238518,0.04316247,0.184967137
0.487309497,0.053253841,0.234634574
-0.962302002,0.385020259,0.777784544
-0.431810917,0.061766033,0.182645625
0.058504143,0.606018449,-0.363835626
-0.760550396,-0.900262825,-0.232036249
-0.220397207,0.739549898,-0.498359123
-0.967585669,-0.590470869,0.58756618
0.255934209,0.724069685,-0.45877459
0.464840967,0.583000559,-0.123812527
0.809899837,-0.597969193,0.298370591
0.897036344,0.41646657,0.631229799
-0.877719259,-0.503846021,0.516530285
-0.071575059,-0.80588793,-0.644332367
-0.728942713,-0.306478783,0.437428234
-0.49139893,0.012680114,0.241312123
-0.685837001,0.129962919,0.453482031
0.638156023,0.145075976,0.38619607
0.8071414,0.489045049,0.412312181
-0.535450198,-0.333775533,0.175300808
-0.75293456,0.396382492,0.409791371
-0.596867162,0.494206512,0.112010332
0.90121087,-0.396203983,0.655203435
0.06198498,-0.671333474,-0.446846495
-0.875414708,0.81816525,0.096956534
-0.438687385,-0.514169376,-0.071923526
0.139195363,0.621796938,-0.367256083
-0.162218472,0.625317281,-0.36470687
0.808986369,-0.968238171,-0.283026209
0.174073702,-0.852622241,-0.696663032
-0.274560068,0.197224626,0.036485678
-0.508711437,0.1487998,0.236645945
0.399886779,-0.021832846,0.159432763
0.563965979,0.039490386,0.316498135
-0.638592405,-0.047218876,0.405570637
0.872729451,0.362297897,0.630396928
-0.175529891,0.730307965,-0.502538981
-0.959815312,-0.461448087,0.708311096
0.861760011,0.738617592,0.19707437
-0.842508056,0.987070879,-0.264489096
0.66415023,0.146413875,0.419658505
-0.338535594,0.203120213,0.073348528
-0.450269228,0.559918622,-0.110766486
-0.247598401,-0.302515922,-0.030210915
0.787615617,-0.350935932,0.497182332
-0.025267454,0.055846367,-0.002480372
0.156335038,-0.261893663,-0.044147647
-0.634134282,-0.99768254,-0.593244163
0.907384505,0.607604507,0.454163404
0.947385732,-0.901140602,0.08548534
0.350128327,-0.7193352,-0.394853285
-0.416740815,0.785341901,-0.443088995
-0.260890572,0.707603064,-0.432638206
-0.249154678,0.589256553,-0.285145232
0.178406286,-0.5694746,-0.292472517
0.884128125,0.771416922,0.186598473
0.379752563,-0.754522536,-0.425092249
0.014306307,-0.990896967,-0.981672128
0.659313434,-0.284077059,0.353994429
-0.41308562,-0.64050645,-0.239608783
-0.09536938,-0.962734949,-0.917763264
-0.721402557,0.709448961,0.017103821
0.721849972,-0.90400147,-0.296151276
0.813744676,0.158573054,0.637034985
-0.054374866,-0.344511056,-0.115731242
-0.263950108,-0.226501599,0.018366685
-0.938793944,0.295492702,0.794018132
0.623561845,-0.511318406,0.127382862
-0.468915898,-0.664699984,-0.22194395
0.690432297,0.752276767,-0.089223578
0.893242353,0.539567627,0.506748678
-0.982246211,-0.716439809,0.451521619
0.224737657,-0.313318817,-0.047661667
0.612084608,0.153019601,0.35123257
0.075361326,-0.551335159,-0.298291129
0.222611851,-0.644530415,-0.36586342
0.06768919,0.454381571,-0.201880785
0.561111046,-0.211105514,0.270280068
0.570706044,-0.077442777,0.319708005
-0.266596847,0.110103865,0.058951018
0.619949683,-0.347739633,0.263414757
-0.739410221,-0.510612718,0.286002127
-0.399526707,0.949733152,-0.74237147
-0.857914193,0.481258988,0.504406548
-0.692492604,0.90342148,-0.336624364
0.414438839,-0.493586956,-0.071868531
0.052591262,-0.411311898,-0.166411637
-0.055346473,0.594664013,-0.350562056
-0.356963899,-0.944144322,-0.763985275
-0.561611217,-0.382155022,0.169364698
0.014927872,0.809824687,-0.655593182
-0.585198436,-0.108564844,0.330670884
0.445789184,-0.092381138,0.190193722
0.876547907,0.512132661,0.506056371
-0.661189913,0.771119583,-0.15745331
0.330340128,-0.817757553,-0.559602815
-0.061327122,-0.420056356,-0.172686326
-0.783591195,-0.218604063,0.566227425
0.217202111,-0.40577,-0.117472536
0.403078556,0.857597292,-0.573000792
0.299566636,0.969741391,-0.850658195
0.193042508,0.451008815,-0.166143541
0.637406969,-0.604663339,0.04066989
-0.871635461,0.856501054,0.026154321
0.819039596,0.654609263,0.242312572
0.822100985,0.173067161,0.645897787
0.089498556,-0.753145104,-0.559217556
0.927888461,-0.298931236,0.771617112
0.127598445,-0.688307052,-0.457485235
-0.243880114,0.528098413,-0.219410424
-0.580475807,-0.647241394,-0.08196926
0.990052709,-0.990291542,-0.000472971
0.511627075,-0.475076285,0.036064787
-0.385724362,0.534275654,-0.13666719
0.01223074,-0.952406188,-0.906927956
0.57297985,-0.005277275,0.328278058
-0.604032342,0.851967513,-0.360993572
-0.255530802,0.994439742,-0.92361441
-0.544313207,0.000838493,0.296276165
-0.127769744,0.534798549,-0.26968438
-0.320344854,0.082977555,0.095735551
0.902763309,-0.25417212,0.750378125
-0.759768751,0.6034271,0.21312429
-0.211227035,-0.351633675,-0.079029381
-0.923449433,0.908201917,0.027928133
0.874034866,-0.609138682,0.392887014
-0.620208478,0.817433946,-0.283539699
0.173931839,0.75144951,-0.534424082
-0.146710364,-0.832492967,-0.67152061
-0.720346829,-0.377856043,0.376124365
0.046315146,-0.95931264,-0.918135648
-0.279817822,-0.408927669,-0.088923825
-0.681006942,-0.319768431,0.361518606
-0.07459468,-0.30471969,-0.087289723
0.168910222,-0.140798727,0.008706382
-0.514967995,-0.068925338,0.260441333
-0.782909635,-0.423982119,0.433186659
0.882426763,-0.653356518,0.351802253
-0.117083394,0.811920712,-0.645506722
-0.431563942,-0.071136732,0.181187002
0.687845513,0.973957001,-0.475460791
-0.517658693,0.943184616,-0.621626698
0.590817547,0.734862355,-0.190957308
0.471421065,0.20165784,0.181571936
0.504116098,0.993074264,-0.732063453
-0.549311788,-0.106866836,0.29032292
0.210481667,-0.319668411,-0.057885361
0.649623937,-0.472425382,0.198825518
0.132619728,-0.375014077,-0.123047566
0.736513154,-0.4283837,0.358939032
0.986994936,0.933638114,0.102478875
0.003572276,0.749403211,-0.561592412
0.443131242,-0.758511527,-0.37897444
-0.677436262,0.689461489,-0.016437256
0.226728559,-0.481298249,-0.180242165
-0.341839115,-0.893622291,-0.681706818
0.213489201,-0.151884528,0.022508729
-0.937329808,-0.810173362,0.222206293
-0.431841985,0.771892012,-0.409329778
-0.761105127,0.204118891,0.537616493
0.825653587,-0.698734178,0.193474395
-0.740345211,-0.783343922,-0.065516669
0.298200944,-0.074694379,0.083344553
-0.536988023,-0.783861224,-0.326082282
-0.632679614,0.925697174,-0.456631763
0.84250958,0.217311708,0.662598015
0.461048466,0.462703655,-0.001528984
0.91900276,0.474348195,0.619559863
0.35944306,-0.451930921,-0.075042244
0.301963715,0.023489476,0.09063033
0.351009432,0.325235718,0.017429349
0.449468038,-0.590068069,-0.146158808
0.152097611,0.097698287,0.013588728
-0.189088406,0.990248035,-0.944836746
-0.068118493,-0.494379781,-0.239771239
-0.3819541,-0.400925657,-0.014852448
-0.784483379,0.072115729,0.610213494
0.432281057,0.656219684,-0.243757362
0.550111507,0.033576473,0.30149529
-0.133787402,-0.46554714,-0.19883507
-0.517321861,0.217889364,0.220146133
0.335042862,0.979190831,-0.846560965
0.770448396,-0.349646662,0.471337942
0.745011013,-0.002341862,0.555035925
0.306175575,-0.76972259,-0.498729383
-0.606907477,0.041258356,0.366634434
-0.321583746,0.096042761,0.094191894
-0.006477412,-0.692699174,-0.479790189
0.512636386,0.002570071,0.262789459
0.914575897,-0.977988719,-0.120012864
0.208517639,-0.22953102,-0.009204883
-0.746866769,0.228089714,0.505785053
0.955333988,0.276639201,0.83613378
-0.024223981,0.041059282,-0.001099063
-0.237118402,0.329688792,-0.052469563
-0.171818397,0.925890967,-0.82775252
-0.848309887,-0.672788528,0.26698526
-0.495558939,0.876055539,-0.521894645
0.252188773,-0.719813707,-0.454532595
-0.837932526,-0.412777866,0.531745351
0.977229512,-0.900586653,0.143921199
0.272640518,-0.580024305,-0.262095342
0.982088825,-0.960260996,0.04239728
0.023324921,-0.328714147,-0.107508938
0.564768794,0.583456723,-0.021457957
0.013746206,-0.562758275,-0.316507918
-0.124869925,0.239690386,-0.041858983
-0.231844887,-0.07197565,0.048571557
0.391143771,-0.714180791,-0.357060753
-0.504842013,-0.997032404,-0.739208156
0.252084435,0.935497422,-0.811608864
-0.183656413,-0.502078301,-0.218352942
0.183318908,0.214963166,-0.012603341
0.004064054,0.345662885,-0.119466314
0.30111231,-0.467486026,-0.127874561
-0.673751984,0.948769986,-0.44622275
-0.314359694,-0.7813957,-0.511757223
0.381536778,0.125882857,0.129723819
0.245886492,-0.729979859,-0.472410427
0.701020554,-0.219184822,0.443387832
0.352956603,0.521164739,-0.147034321
0.247485191,0.147125404,0.039603035
0.605660181,-0.247453343,0.305591097
0.821855343,-0.809824292,0.019630822
0.633169853,-0.609494573,0.029420428
0.064900157,0.446668524,-0.19530074
0.668417521,-0.309492507,0.350996371
0.566542761,-0.805729956,-0.328230063
0.209060392,0.842841434,-0.666675435
0.084968014,0.32587816,-0.098977012
0.256249661,0.460739291,-0.146616805
-0.857040346,-0.463215093,0.519949933
-0.98855012,0.695550906,0.493440278
0.670940059,0.206904247,0.407351196
0.004726332,0.836623843,-0.699917117
0.037095188,-0.654151014,-0.426537496
0.859044249,0.489390733,0.498453732
0.737921878,-0.030741651,0.543583649
-0.145497147,0.535180954,-0.265249233
-0.854243519,-0.364371454,0.596965434
0.615749901,-0.900122683,-0.431072904
0.115327607,0.039699366,0.011724417
0.08805341,-0.30957576,-0.088083748
0.007919691,-0.342140252,-0.116997231
0.100668676,0.110133632,-0.001995235
-0.915954412,0.51402881,0.574746868
-0.994384185,0.88851135,0.199347487
0.685297763,-0.31561279,0.370021591
0.487454033,0.866520942,-0.513247108
0.456560855,-0.810947256,-0.449187637
-0.159499794,0.990891345,-0.956425474
-0.310699828,0.065779023,0.092207503
0.676237571,0.447181934,0.25732557
-0.083960234,0.787449999,-0.61302818
-0.237172141,-0.03823782,0.054788493
-0.000669437,0.656104039,-0.430472061
-0.676876044,-0.672428227,0.006001459
-0.30028479,0.323869374,-0.014720416
0.999415144,0.753275836,0.431406144
0.042087967,-0.329522832,-0.1068139
-0.071363978,-0.429758576,-0.179599616
0.27565752,-0.119949165,0.061599266
-0.105895703,0.252080446,-0.052330651
-0.314563595,-0.572914135,-0.22928035
0.283663657,-0.075795767,0.074720072
0.619818578,0.951590158,-0.521348759
-0.670899368,0.856761407,-0.283934147
0.755345745,-0.051093574,0.567936641
-0.534424715,-0.852517079,-0.441175594
0.616420998,0.690233383,-0.096447276
-0.710755055,0.15921678,0.479822765
0.339738737,0.699076575,-0.373285648
0.454457308,-0.563973817,-0.111535021
0.183312589,-0.231136352,-0.019820508
-0.756778353,0.100663585,0.562580318
0.951947726,0.205282205,0.864063689
0.612461792,0.424209539,0.195155714
0.074706923,-0.980822767,-0.956432176
-0.137796042,-0.752123575,-0.546702123
0.320510414,-0.926890541,-0.75639915
-0.468010378,-0.594025318,-0.133832365
0.456661646,0.501239162,-0.042700839
-0.645463965,-0.80962984,-0.238876748
-0.047800555,0.491823669,-0.239605628
0.288002547,-0.542359812,-0.211208699
-0.169477912,-0.674160407,-0.425769492
0.256008319,0.356218423,-0.061351306
-0.622510196,-0.98220049,-0.57719886
0.134885328,0.164918962,-0.009004213
0.838832443,-0.061917529,0.699806088
-0.937682778,-0.761399045,0.299520486
-0.673296409,-0.353842074,0.328123842
0.571336297,0.744473095,-0.227815024
0.082262313,-0.176268308,-0.024303429
0.188673601,-0.956646724,-0.879575227
-0.625361508,0.25556921,0.325761394
-0.187459342,-0.817607734,-0.633341401
0.088902089,-0.24587946,-0.052553127
-0.016315327,0.291093683,-0.084469342
0.743738289,-0.015713023,0.552899743
-0.196278509,-0.336173338,-0.07448726
-0.286685991,0.307636051,-0.012451083
0.086493264,0.442937026,-0.188712124
-0.526790568,0.94242457,-0.610655766
0.501580621,-0.068588869,0.246878687
0.590047668,-0.278660221,0.270504731
0.372949114,0.384307153,-0.008600946
-0.810805036,-0.014318474,0.657199788
-0.588983376,-0.665733961,-0.096300289
0.289286981,-0.56779642,-0.238705817
-0.171864564,0.592592632,-0.321628599
0.318657237,0.375805277,-0.039687171
0.882713313,-0.087496703,0.77152712
0.331824181,-0.597525912,-0.246929929
-0.820761637,0.527880566,0.394991773
0.282682407,-0.474693226,-0.145424315
-0.655729913,0.095244062,0.420910287
-0.261489448,-0.886994062,-0.718381734
-0.215387366,-0.373037501,-0.09276526
0.503736475,-0.279404293,0.175683678
0.346099269,0.869977795,-0.637076659
0.33012274,0.866580272,-0.641980344
-0.176535941,0.15994353,0.005583006
-0.672033219,-0.377051343,0.309460932
-0.157278242,-0.1685253,-0.003664331
0.291196715,-0.948707473,-0.815250342
0.642053118,-0.751241275,-0.152131246
-0.800550817,-0.513459753,0.377240693
-0.189804322,-0.6943664,-0.446119017
0.996990185,0.184058653,0.960111841
0.430272759,0.247639136,0.123809505
0.561276952,-0.4712886,0.092918872
-0.77841414,0.414281249,0.434299619
0.732587555,0.471508647,0.314364121
0.959449365,-0.364736505,0.787510365
0.259036226,0.005035883,0.067074406
-0.617171735,0.524052473,0.106269956
0.444314218,-0.906494476,-0.62431711
-0.873831714,-0.352196156,0.639539732
0.200267074,0.218923977,-0.007820807
0.717066241,-0.07225559,0.508963123
-0.248498304,-0.275463813,-0.014128905
0.435805497,-0.712232139,-0.317348188
-0.441633543,0.317485758,0.09424298
-0.939593251,0.385672539,0.734092171
0.393405975,0.990319843,-0.825965129
0.87359114,-0.03859054,0.76167225
0.432457162,0.805330375,-0.461537815
-0.447765891,-0.08390624,0.193454036
0.124828046,0.527497091,-0.26267114
0.437867087,0.035277935,0.190483053
0.471879075,0.625791735,-0.168945434
0.469869152,0.37499796,0.08015355
0.107183722,0.005450558,0.011458642
-0.580807569,0.515363303,0.071738097
-0.142327295,0.488857082,-0.218724188
-0.566184725,-0.177634048,0.289011287
0.308341877,0.702540867,-0.398488958
0.578271418,-0.816344127,-0.332019901
0.488560706,0.801432956,-0.40360322
-0.744672344,-0.145279102,0.533430883
0.839113682,-0.222431935,0.654635806
0.893620859,0.492414316,0.556086381
-0.55854418,0.901554204,-0.500828381
-0.791458092,-0.391564485,0.473083166
0.797157146,0.247083922,0.574409051
0.683957298,0.597237056,0.111105484
0.838177117,0.362759239,0.570946614
0.036947754,0.64634062,-0.416391061
-0.37595935,0.843882671,-0.57079253
0.73489748,0.447494449,0.339823024
0.016185833,0.463337338,-0.214419508
0.909655298,-0.130148018,0.810534254
0.906416171,-0.611342172,0.447851024
0.817383541,0.411840228,0.49850348
-0.109142607,0.461245716,-0.200835502
0.624390515,-0.994317321,-0.59880342
0.015942209,0.791230413,-0.625791412
0.516053485,-0.323813176,0.161456226
-0.45464347,-0.54581264,-0.091210753
0.874316354,-0.66115144,0.327307862
0.392276408,0.888289805,-0.635177998
-0.729399192,0.432888737,0.344630523
-0.416580649,-0.095145542,0.164486763
-0.402383239,-0.825138504,-0.518941279
-0.12663044,-0.864631166,-0.731551784
-0.725823616,-0.088789753,0.518936301
0.211100669,0.453319424,-0.160935008
-0.73264733,0.409508219,0.369075129
-0.103307227,-0.71279078,-0.497398313
-0.982932562,0.434548399,0.77732411
0.283105648,0.771769606,-0.515479516
-0.230576252,0.074579983,0.047603234
0.385508174,0.71713293,-0.365663086
-0.675569576,-0.462958578,0.242063608
0.424437871,0.946736206,-0.716161938
0.761509932,-0.914394627,-0.256220158
0.998294135,-0.029427682,0.995725192
-0.557647133,0.202432071,0.269991582
-0.528591468,-0.443353223,0.08284686
-0.854648901,-0.672449694,0.278236154
0.652646788,-0.429685325,0.241318352
0.543569932,0.415996426,0.122415244
0.006614347,0.213175188,-0.045399911
-0.633680254,-0.721806354,-0.119453749
0.750838313,0.997549172,-0.431346178
0.35641625,-0.813134071,-0.534154474
0.174864517,-0.992096159,-0.953677189
0.871460169,-0.634696918,0.356602649
0.941663174,-0.411459305,0.717430773
0.535293669,-0.569382748,-0.037657401
0.999237201,0.168191085,0.970186742
0.328720821,-0.961498907,-0.816422771
-0.298473744,0.345517389,-0.03029569
0.165378176,-0.45892409,-0.183261379
0.915375114,-0.626327381,0.445625611
0.150255283,0.311293668,-0.074327098
-0.366088893,-0.846972886,-0.583341992
-0.268359613,0.71188044,-0.434756879
0.79173498,-0.828932256,-0.060284407
-0.385474918,0.561292915,-0.166458825
0.023062313,-0.820971181,-0.673461809
0.626622322,-0.208148934,0.349329555
0.494774854,-0.502426845,-0.007630579
0.872778558,0.47639883,0.534786566
-0.831823651,-0.471132163,0.469965071
-0.318079239,-0.218573187,0.053400164
0.133696581,-0.455697128,-0.189785096
-0.550412606,0.468472124,0.083487906
0.147090544,-0.560620492,-0.292659708
0.67300733,0.569282555,0.128856239
-0.991772053,-0.050819722,0.981029162
-0.923521311,0.826731943,0.169405907
0.580472396,0.602741741,-0.026349404
-0.401020969,0.264398265,0.090911376
-0.12723203,0.332732448,-0.094522893
0.980962028,0.241195071,0.904111438
-0.333918388,0.763133988,-0.470871994
-0.311394783,0.301699872,0.005943898
-0.073804252,-0.176811418,-0.02581521
0.077742526,0.018653389,0.005695951
0.917182052,-0.208177641,0.797884986
0.190035642,0.207158517,-0.006801106
-0.709026209,0.997268638,-0.491826571
-0.22316269,0.873470382,-0.713148922
-0.470171855,0.553369499,-0.08515623
0.882226048,0.945029401,-0.11475777
0.958976995,0.426990734,0.737315791
0.281262069,-0.701478977,-0.412964404
-0.600482191,-0.9534376,-0.548464396
0.060761159,0.76781346,-0.58584559
0.180730159,-0.339025623,-0.082274983
0.395039949,-0.097571127,0.146536437
0.782746996,0.960971773,-0.310773889
0.56839476,-0.107269424,0.311565874
-0.207287223,-0.616483588,-0.337084021
-0.810496445,0.268458681,0.584834424
0.27122809,0.92587009,-0.783670747
0.948948059,-0.979515857,-0.058948896
-0.102315166,-0.657724858,-0.422133596
-0.124126763,0.307279227,-0.07901307
-0.764767646,0.726517091,0.057042469
-0.751573449,-0.871882266,-0.195316037
0.997208589,-0.79397967,0.364021255
0.680599324,0.13436298,0.44516203
-0.933895534,-0.033067201,0.871067429
